Date,Price,Open,High,Low,Vol.,Change %
04/29/2012,30.432,31.33,31.445,29.78,181.06K,-3.12%
04/22/2012,31.411,31.64,31.685,29.925,256.57K,-0.76%
04/15/2012,31.651,31.445,32.015,31.175,200.02K,0.83%
04-08-2012,31.39,31.9,32.58,31.11,219.57K,-1.07%
04-01-2012,31.73,32.355,33.295,30.98,187.21K,-2.32%
03/25/2012,32.484,32.255,33.19,31.63,167.01K,0.66%
03/18/2012,32.272,32.575,33.09,31.09,199.85K,-1.02%
03-11-2012,32.604,34.29,34.41,31.625,248.21K,-4.70%
03-04-2012,34.212,34.71,34.95,32.49,259.80K,-0.91%
02/26/2012,34.525,35.43,37.58,33.825,350.21K,-2.30%
02/19/2012,35.338,33.33,35.72,33.325,255.72K,6.39%
02-12-2012,33.216,33.665,34.035,32.64,222.96K,-1.15%
02-05-2012,33.604,33.665,34.52,32.985,238.52K,-0.43%
01/29/2012,33.749,33.85,34.41,32.93,216.19K,-0.12%
01/22/2012,33.79,32.105,33.965,31.525,193.19K,6.68%
01/15/2012,31.675,29.67,32.21,29.455,157.32K,7.29%
01-08-2012,29.522,28.77,30.675,28.55,178.45K,2.93%
01-02-2012,28.683,27.98,29.74,27.905,149.85K,0.00%
01-01-2012,28.683,27.98,29.74,27.905,149.85K,2.75%
12/26/2011,27.915,29.1,29.22,26.145,105.91K,0.00%
12/25/2011,27.915,28.735,28.94,26.145,62.15K,-4.02%
12/18/2011,29.084,29.77,30.21,28.68,131.05K,-1.98%
12-11-2011,29.671,32.25,32.3,28.12,232.38K,-8.01%
12-04-2011,32.253,32.67,33.3,31.425,181.17K,-1.32%
11/27/2011,32.686,31.26,33.74,31.12,191.46K,5.39%
11/20/2011,31.014,32.4,33.04,30.65,224.94K,-4.33%
11/13/2011,32.417,34.715,34.92,30.925,257.32K,-6.53%
11-06-2011,34.682,34.084,35.35,33.13,216.88K,1.75%
10/30/2011,34.084,35.205,35.45,32.105,191.57K,-3.41%
10/23/2011,35.288,31.39,35.7,31.23,206.90K,13.13%
10/16/2011,31.193,32.22,32.675,29.935,228.88K,-3.05%
10-09-2011,32.173,31.34,33.1,31.21,154.42K,3.81%
10-02-2011,30.993,29.935,32.85,28.435,235.21K,3.02%
09/25/2011,30.083,30.85,33.585,26.15,348.10K,-0.06%
09/18/2011,30.101,40.675,40.9,29.845,338.16K,-26.28%
09-11-2011,40.831,41.49,41.6,39.4,203.04K,-1.91%
09-04-2011,41.624,42.99,43.445,40.385,183.98K,-3.36%
08/28/2011,43.069,41.74,43.5,40.29,194.23K,5.17%
08/21/2011,40.952,43.575,44.275,38.76,438.77K,-3.49%
08/14/2011,42.432,39.075,42.97,38.69,237.55K,8.48%
08-07-2011,39.114,38.825,40.4,37.025,315.63K,2.36%
07/31/2011,38.211,39.645,42.295,37.555,363.08K,-4.72%
07/24/2011,40.106,40.35,41.465,39.3,291.71K,-0.04%
07/17/2011,40.122,39.35,40.88,38.215,339.52K,2.69%
07-10-2011,39.071,36.725,39.395,34.81,337.12K,6.92%
07-03-2011,36.543,33.92,36.895,33.795,213.09K,8.42%
06/26/2011,33.705,34.3,35.16,33.38,285.82K,-2.69%
06/19/2011,34.638,35.99,36.77,34.145,332.23K,-3.11%
06-12-2011,35.748,36.19,36.35,34.4,309.94K,-1.59%
06-05-2011,36.327,36.24,37.86,36.065,277.07K,0.38%
05/29/2011,36.191,37.995,38.765,35.065,300.87K,-4.42%
05/22/2011,37.863,35.015,38.845,34.34,326.24K,7.91%
05/15/2011,35.087,35.245,35.75,32.96,368.46K,0.21%
05-08-2011,35.013,35.69,39.47,32.3,587.67K,-0.78%
05-01-2011,35.287,48.09,48.19,33.035,875.88K,-27.39%
04/24/2011,48.599,47.25,49.82,44.61,843.79K,5.51%
04/17/2011,46.059,43.035,46.69,42.2,537.80K,8.19%
04-10-2011,42.571,41,43.05,39.705,534.44K,4.83%
04-03-2011,40.608,37.845,40.96,37.81,330.64K,7.62%
03/27/2011,37.732,37.34,37.98,36.435,314.08K,1.84%
03/20/2011,37.049,35.355,38.18,35.355,334.56K,5.68%
03/13/2011,35.058,35.935,36.505,33.565,356.75K,-2.44%
03-06-2011,35.935,35.64,36.745,34.05,392.08K,1.72%
02/27/2011,35.327,33.345,35.67,33.255,290.43K,7.30%
02/20/2011,32.923,32.65,34.33,31.695,369.11K,1.94%
02/13/2011,32.296,29.885,32.87,29.79,335.93K,7.67%
02-06-2011,29.995,29.175,30.5,29.005,291.29K,3.22%
01/30/2011,29.059,27.96,29.285,27.52,283.25K,4.08%
01/23/2011,27.919,27.5,28.03,26.3,315.13K,1.79%
01/16/2011,27.427,28.425,29.49,27.08,290.75K,-3.15%
01-09-2011,28.32,28.75,29.845,28.1,291.63K,-1.22%
01-02-2011,28.671,30.93,31.275,28.325,353.09K,-7.32%
12/26/2010,30.937,29.16,30.975,28.81,128.01K,5.49%
12/19/2010,29.328,29.385,29.605,28.81,139.38K,0.67%
12-12-2010,29.133,28.66,29.985,28.35,285.20K,1.85%
12-05-2010,28.605,29.55,30.75,28.01,408.22K,-2.28%
11/28/2010,29.271,26.785,29.49,26.525,354.46K,9.33%
11/21/2010,26.772,27.59,27.895,26.475,284.06K,-1.50%
11/14/2010,27.179,26.025,27.4,24.98,411.34K,4.77%
11-07-2010,25.942,26.86,29.34,25.76,599.40K,-3.01%
10/31/2010,26.748,24.75,26.915,23.935,337.37K,8.89%
10/24/2010,24.564,23.3,24.75,23.165,283.19K,6.25%
10/17/2010,23.118,24.305,24.515,22.84,312.38K,-4.82%
10-10-2010,24.288,23.41,24.95,22.945,290.58K,5.12%
10-03-2010,23.105,22.125,23.53,21.81,283.72K,4.74%
09/26/2010,22.06,21.46,22.17,21.06,208.00K,3.09%
09/19/2010,21.399,20.78,21.49,20.515,159.63K,2.80%
09-12-2010,20.816,19.895,21.025,19.82,158.76K,4.89%
09-05-2010,19.845,19.94,20.18,19.585,128.23K,-0.52%
08/29/2010,19.949,19.1,19.985,18.86,130.85K,4.59%
08/22/2010,19.074,18.01,19.375,17.735,212.96K,6.02%
08/15/2010,17.991,18.12,18.62,17.845,170.50K,-0.65%
08-08-2010,18.109,18.5,18.575,17.795,130.72K,-1.97%
08-01-2010,18.472,18,18.7,17.975,135.86K,2.61%
07/25/2010,18.003,18.1,18.27,17.325,149.96K,-0.54%
07/18/2010,18.101,17.84,18.28,17.44,136.09K,1.76%
07-11-2010,17.788,18.11,18.535,17.73,118.53K,-1.58%
07-04-2010,18.073,17.87,18.235,17.565,93.31K,2.00%
06/27/2010,17.719,19.085,19.23,17.635,169.55K,-7.28%
06/20/2010,19.11,19.2,19.46,18.17,207.82K,-0.39%
06/13/2010,19.184,18.25,19.275,18.2,142.59K,5.23%
06-06-2010,18.231,17.46,18.535,17.195,183.81K,5.39%
05/30/2010,17.299,18.41,18.735,17.285,126.73K,-6.10%
05/23/2010,18.422,17.655,18.645,17.53,149.33K,4.37%
05/16/2010,17.651,19.33,19.445,17.41,216.23K,-8.19%
05-09-2010,19.225,18.575,19.845,18.215,215.21K,4.19%
05-02-2010,18.451,18.685,18.89,17.08,244.47K,-1.01%
04/25/2010,18.639,18.35,18.79,17.82,191.66K,2.46%
04/18/2010,18.192,17.695,18.35,17.49,178.88K,2.93%
04-11-2010,17.675,18.48,18.605,17.61,187.34K,-3.68%
04-04-2010,18.351,17.845,18.445,17.81,148.64K,2.58%
03/28/2010,17.89,16.98,18,16.935,113.59K,5.82%
03/21/2010,16.906,17.01,17.15,16.55,144.07K,-0.74%
03/14/2010,17.032,17.065,17.6,16.965,129.05K,-0.09%
03-07-2010,17.048,17.39,17.665,16.835,162.58K,-1.92%
02/28/2010,17.382,16.525,17.515,16.33,147.48K,5.21%
02/21/2010,16.521,16.37,16.565,15.62,204.10K,0.66%
02/14/2010,16.413,15.57,16.51,15.45,167.68K,6.25%
02-07-2010,15.447,15.16,15.74,14.95,196.06K,4.16%
01/31/2010,14.83,16.17,16.95,14.65,226.82K,-8.40%
01/24/2010,16.19,17.05,17.275,16.015,187.61K,-4.38%
01/17/2010,16.932,18.41,18.88,16.88,187.31K,-8.11%
01-10-2010,18.427,18.51,18.925,18.16,146.16K,-0.23%
01-03-2010,18.47,16.94,18.525,16.85,162.62K,9.65%
12/27/2009,16.845,17.55,17.69,16.765,64.02K,-3.41%
12/20/2009,17.44,17.3,17.545,16.78,79.09K,0.69%
12/13/2009,17.32,17.14,17.81,17.095,129.03K,1.35%
12-06-2009,17.09,18.48,18.585,16.9,186.37K,-7.72%
11/29/2009,18.52,18.355,19.5,18.135,190.96K,1.01%
11/22/2009,18.335,18.525,18.95,17.72,205.18K,-0.57%
11/15/2009,18.44,17.49,18.855,17.475,238.37K,6.10%
11-08-2009,17.38,17.445,17.78,17.025,182.36K,0.03%
11-01-2009,17.375,16.285,17.635,16.245,196.44K,6.89%
10/25/2009,16.255,17.71,17.8,16.12,214.61K,-8.28%
10/18/2009,17.723,17.485,17.97,17.27,144.35K,1.74%
10-11-2009,17.42,17.735,18.175,17.21,145.72K,-1.53%
10-04-2009,17.69,16.2,17.955,16.035,156.09K,9.00%
09/27/2009,16.23,16.115,16.785,15.76,134.82K,1.06%
09/20/2009,16.06,16.95,17.345,15.955,152.34K,-5.89%
09/13/2009,17.065,16.785,17.69,16.32,132.23K,2.19%
09-06-2009,16.7,16.375,17.015,16.06,121.12K,2.55%
08/30/2009,16.285,14.775,16.405,14.55,146.57K,9.92%
08/23/2009,14.815,14.2,14.9,14.045,146.37K,4.60%
08/16/2009,14.164,14.73,14.73,13.495,143.81K,-3.79%
08-09-2009,14.722,14.56,15.185,14.125,134.08K,0.37%
08-02-2009,14.668,13.9,15.035,13.885,152.30K,5.22%
07/26/2009,13.94,13.89,14.095,13.165,105.16K,0.47%
07/19/2009,13.875,13.405,13.9,13.34,81.09K,3.52%
07-12-2009,13.403,12.66,13.47,12.435,90.96K,5.99%
07-05-2009,12.645,13.38,13.48,12.51,99.67K,0.00%
07-02-2009,12.645,13.425,13.45,12.51,99.67K,-5.69%
06/28/2009,13.408,14.1,14.15,13.29,80.51K,-5.28%
06/21/2009,14.156,13.8,14.335,13.595,150.99K,-0.31%
06/14/2009,14.2,14.85,14.875,13.93,123.02K,-4.54%
06-07-2009,14.875,15.25,15.54,14.735,151.89K,-3.33%
05/31/2009,15.388,15.765,16.25,15.065,165.27K,-1.42%
05/24/2009,15.61,14.72,15.795,14.31,96.33K,6.23%
05/17/2009,14.695,13.98,14.86,13.63,86.99K,4.89%
05-10-2009,14.01,14.01,14.37,13.68,74.66K,0.39%
05-03-2009,13.955,12.5,14.15,12.44,101.34K,11.64%
04/26/2009,12.5,12.895,13.24,12.025,106.58K,-3.25%
04/19/2009,12.92,11.855,12.94,11.725,107.14K,9.58%
04-12-2009,11.79,12.365,12.92,11.775,82.29K,-4.38%
04-05-2009,12.33,12.8,12.8,12.02,71.78K,-3.18%
03/29/2009,12.735,13.27,13.35,12.56,89.68K,-3.98%
03/22/2009,13.263,13.74,13.885,12.955,77.39K,-4.17%
03/15/2009,13.84,13.2,13.86,11.89,103.02K,4.73%
03-08-2009,13.215,13.335,13.385,12.465,75.46K,-0.89%
03-01-2009,13.333,13.1,13.52,12.43,88.47K,1.70%
02/22/2009,13.11,14.38,14.6,12.825,185.29K,-9.52%
02/15/2009,14.49,13.55,14.58,13.48,98.20K,6.35%
02-08-2009,13.625,13.115,13.72,12.725,101.54K,3.53%
02-01-2009,13.16,12.61,13.18,12.135,84.87K,4.74%
01/25/2009,12.565,11.945,12.66,11.635,94.87K,5.23%
01/18/2009,11.94,11.3,12.075,10.92,77.71K,6.46%
01-11-2009,11.215,11.27,11.305,10.32,91.93K,-0.93%
01-04-2009,11.32,11.585,11.77,10.57,98.99K,-1.48%
12/28/2008,11.49,10.73,11.6,10.65,41.47K,9.12%
12/21/2008,10.53,10.885,11.09,10.105,25.41K,-2.95%
12/14/2008,10.85,10.295,11.615,10.255,83.59K,6.06%
12-07-2008,10.23,9.5,10.54,9.48,77.50K,8.48%
11/30/2008,9.43,10.315,10.32,9.125,81.92K,-7.82%
11/23/2008,10.23,9.635,10.68,9.46,104.63K,7.91%
11/16/2008,9.48,9.42,9.85,8.805,124.99K,-0.11%
11-09-2008,9.49,10.065,10.535,8.77,110.03K,-4.75%
11-02-2008,9.963,9.84,10.8,9.6,104.08K,2.39%
10/26/2008,9.73,9.355,10.645,8.4,103.78K,4.68%
10/19/2008,9.295,9.35,10.18,8.65,117.17K,-0.43%
10-12-2008,9.335,10.27,11.195,9.09,115.94K,-11.93%
10-05-2008,10.6,11.155,12.355,9.4,125.82K,-6.40%
09/28/2008,11.325,13.3,13.46,10.84,146.03K,-16.13%
09/21/2008,13.503,12.645,13.88,12.54,144.23K,8.24%
09/14/2008,12.475,11.03,13.065,10.42,212.49K,15.56%
09-07-2008,10.795,12.525,12.795,10.31,180.07K,-12.41%
08/31/2008,12.325,13.875,13.9,12.12,125.58K,-10.08%
08/24/2008,13.707,13.36,14.13,12.96,148.13K,1.71%
08/17/2008,13.477,12.915,13.935,12.4,146.97K,5.17%
08-10-2008,12.815,15.315,15.435,12.2,225.32K,-16.41%
08-03-2008,15.33,17.54,17.65,15.24,162.11K,-12.50%
07/27/2008,17.52,17.445,17.95,16.845,132.85K,0.83%
07/20/2008,17.375,18.215,18.76,17.045,140.40K,-4.53%
07/13/2008,18.2,18.945,19.55,18.105,174.67K,-3.29%
07-06-2008,18.82,18.22,18.98,17.55,135.08K,3.41%
06/29/2008,18.2,17.67,18.585,17.29,143.30K,2.77%
06/22/2008,17.71,17.39,17.76,16.46,201.97K,1.80%
06/15/2008,17.397,16.575,17.75,16.4,145.15K,5.05%
06-08-2008,16.56,17.57,17.67,16.25,134.79K,-4.99%
06-01-2008,17.43,16.88,17.585,16.465,135.24K,3.35%
05/25/2008,16.865,18.275,18.375,16.45,151.44K,-7.79%
05/18/2008,18.29,17.07,18.34,16.87,132.76K,7.84%
05-11-2008,16.96,16.9,17.37,16.55,119.39K,0.30%
05-04-2008,16.91,16.47,17.135,16.465,100.99K,2.70%
04/27/2008,16.465,16.845,17.14,16.055,143.84K,-2.28%
04/20/2008,16.85,17.895,17.975,16.39,179.17K,-5.44%
04/13/2008,17.82,17.7,18.77,17.26,139.07K,0.73%
04-06-2008,17.69,17.785,18.44,17.4,143.43K,-0.37%
03/30/2008,17.755,17.91,18.22,16.33,162.00K,-1.03%
03/23/2008,17.94,17,18.685,16.815,148.74K,6.47%
03/16/2008,16.85,20.78,21.44,16.725,202.90K,-18.42%
03-09-2008,20.655,20.26,20.98,19.28,170.12K,2.00%
03-02-2008,20.25,19.92,21.325,19.48,244.73K,1.68%
02/24/2008,19.915,18.055,20.055,17.88,256.34K,10.42%
02/17/2008,18.035,17.095,18.195,16.965,142.07K,5.36%
02-10-2008,17.118,17.23,17.65,16.95,162.18K,0.05%
02-03-2008,17.11,16.87,17.26,16.23,137.05K,1.42%
01/27/2008,16.87,16.53,17.345,16.415,130.45K,2.30%
01/20/2008,16.49,16.22,16.68,15.255,148.00K,1.70%
01/13/2008,16.215,16.385,16.715,15.715,171.94K,-0.95%
01-06-2008,16.37,15.4,16.415,15.2,151.64K,5.87%
12/30/2007,15.462,14.895,15.57,14.81,86.03K,3.81%
12/23/2007,14.895,14.51,14.99,14.455,40.89K,2.81%
12/16/2007,14.488,13.975,14.58,13.74,74.27K,3.61%
12-09-2007,13.983,14.545,14.975,13.87,118.76K,-3.60%
12-02-2007,14.505,14.155,14.72,13.96,100.44K,2.40%
11/25/2007,14.165,14.795,15.02,13.965,190.88K,-3.87%
11/18/2007,14.735,14.52,14.905,14.1,163.37K,1.55%
11-11-2007,14.51,15.47,15.5,14.31,172.35K,-6.66%
11-04-2007,15.545,14.705,16.275,14.46,226.31K,6.48%
10/28/2007,14.599,14.48,14.735,13.98,149.81K,2.23%
10/21/2007,14.28,13.64,14.32,13.325,115.06K,4.73%
10/14/2007,13.635,13.915,14.12,13.365,131.70K,-1.93%
10-07-2007,13.903,13.52,14.03,13.25,85.12K,3.06%
09/30/2007,13.49,13.935,13.99,13.15,115.97K,-3.09%
09/23/2007,13.92,13.65,14,13.325,112.95K,2.20%
09/16/2007,13.62,12.68,13.8,12.675,132.35K,7.20%
09-09-2007,12.705,12.69,12.95,12.49,101.79K,-0.43%
09-02-2007,12.76,12.26,12.845,12.16,102.72K,4.33%
08/26/2007,12.23,11.95,12.275,11.675,110.97K,2.43%
08/19/2007,11.94,11.795,12.005,11.455,122.92K,1.19%
08-12-2007,11.8,12.87,12.92,11.06,123.15K,-8.31%
08-05-2007,12.87,13.14,13.25,12.605,121.96K,-2.19%
07/29/2007,13.158,12.7,13.2,12.685,81.00K,3.48%
07/22/2007,12.715,13.4,13.59,12.65,107.49K,-5.13%
07/15/2007,13.403,13.11,13.5,12.925,75.80K,2.23%
07-08-2007,13.11,12.79,13.235,12.765,80.03K,2.77%
07-01-2007,12.757,12.51,12.865,12.42,79.24K,2.28%
06/24/2007,12.473,13.03,13.07,12.125,172.49K,-4.20%
06/17/2007,13.02,13.25,13.415,12.965,102.06K,-1.81%
06-10-2007,13.26,13.125,13.295,12.845,90.10K,1.69%
06-03-2007,13.04,13.73,13.87,12.97,118.24K,-5.09%
05/27/2007,13.74,12.99,13.765,12.955,78.81K,5.69%
05/20/2007,13,13.015,13.2,12.835,62.80K,-0.02%
05/13/2007,13.003,13.31,13.36,12.76,88.84K,-2.27%
05-06-2007,13.305,13.55,13.695,13.025,89.50K,-1.66%
04/29/2007,13.53,13.665,13.705,13.13,95.14K,-0.33%
04/22/2007,13.575,13.955,14.11,13.175,160.28K,-2.72%
04/15/2007,13.955,14.09,14.16,13.55,100.51K,-0.96%
04-08-2007,14.09,13.715,14.17,13.675,104.40K,2.55%
04-01-2007,13.74,13.46,13.77,13.02,83.38K,2.16%
03/25/2007,13.45,13.23,13.545,13.18,73.33K,1.69%
03/18/2007,13.227,13.175,13.575,13.115,74.33K,0.09%
03-11-2007,13.215,13.005,13.27,12.675,85.46K,1.89%
03-04-2007,12.97,13.035,13.235,12.49,114.78K,0.08%
02/25/2007,12.96,14.585,14.86,12.8,174.79K,-11.20%
02/18/2007,14.595,14,14.66,13.68,139.48K,4.32%
02-11-2007,13.99,13.98,14.13,13.515,98.33K,0.54%
02-04-2007,13.915,13.44,13.97,13.33,81.57K,4.04%
01/28/2007,13.375,13.435,13.835,13.11,89.01K,0.00%
01/21/2007,13.375,12.925,13.6,12.83,86.58K,3.52%
01/14/2007,12.92,12.905,13.045,12.43,60.33K,0.31%
01-07-2007,12.88,12.22,12.96,12.095,69.31K,5.31%
12/31/2006,12.23,12.965,13.285,12.1,73.40K,-5.45%
12/24/2006,12.935,12.705,13.015,12.705,29.04K,2.37%
12/17/2006,12.635,13,13.145,12.4,79.01K,-2.66%
12-10-2006,12.98,13.85,14.06,12.905,64.36K,-6.59%
12-03-2006,13.895,14.2,14.37,13.61,71.88K,-2.08%
11/26/2006,14.19,13.065,14.25,13.045,86.25K,8.82%
11/19/2006,13.04,12.82,13.25,12.725,45.08K,1.87%
11-12-2006,12.8,13.07,13.17,12.5,66.37K,-2.40%
11-05-2006,13.115,12.65,13.22,12.44,62.48K,3.80%
10/29/2006,12.635,12.095,12.73,11.98,57.44K,4.59%
10/22/2006,12.08,11.925,12.28,11.35,53.96K,0.96%
10/15/2006,11.965,11.69,12.17,11.63,52.29K,2.44%
10-08-2006,11.68,11.21,11.725,11.13,38.53K,4.52%
10-01-2006,11.175,11.54,11.835,10.65,48.53K,-3.16%
09/24/2006,11.54,11.305,11.86,11.13,47.71K,2.03%
09/17/2006,11.31,10.88,11.55,10.815,50.95K,4.00%
09-10-2006,10.875,12.27,12.32,10.55,83.71K,-11.55%
09-03-2006,12.295,13.09,13.37,12.09,67.30K,-5.93%
08/27/2006,13.07,12.415,13.1,11.85,89.61K,5.66%
08/20/2006,12.37,12.1,12.68,12.03,68.93K,2.83%
08/13/2006,12.03,11.9,12.44,11.75,51.22K,1.22%
08-06-2006,11.885,12.45,12.7,11.77,68.58K,-4.81%
07/30/2006,12.485,11.43,12.65,11.25,73.48K,9.85%
07/23/2006,11.365,10.845,11.52,10.68,48.53K,4.79%
07/16/2006,10.845,11.535,11.775,10.465,72.39K,-5.94%
07-09-2006,11.53,11.34,11.82,10.93,60.00K,1.10%
07-02-2006,11.405,10.92,11.64,10.92,44.46K,3.68%
06/25/2006,11,10.3,11.13,10.02,80.49K,6.95%
06/18/2006,10.285,10.2,10.655,9.785,60.79K,1.53%
06-11-2006,10.13,11.15,11.285,9.45,103.27K,-9.63%
06-04-2006,11.21,12.11,12.39,11.05,82.12K,-7.24%
05/28/2006,12.085,12.71,13.36,11.55,72.44K,-5.07%
05/21/2006,12.73,12.5,13.195,11.88,78.41K,2.99%
05/14/2006,12.36,14.36,14.46,12.08,109.16K,-13.17%
05-07-2006,14.235,13.97,15.2,13.44,121.04K,2.48%
04/30/2006,13.89,13.78,14.52,13.2,108.52K,1.91%
04/23/2006,13.63,13.2,14,11.69,153.61K,5.13%
04/16/2006,12.965,12.95,14.69,11.6,205.07K,0.86%
04-09-2006,12.855,12.07,13.01,12.065,108.99K,6.50%
04-02-2006,12.07,11.505,12.195,11.47,109.62K,4.77%
03/26/2006,11.52,10.77,11.94,10.745,137.00K,7.31%
03/19/2006,10.735,10.365,10.77,10.155,99.48K,3.57%
03-12-2006,10.365,9.975,10.46,9.925,78.83K,4.07%
03-05-2006,9.96,10.22,10.295,9.67,110.61K,-2.69%
02/26/2006,10.235,9.8,10.33,9.61,108.83K,4.17%
02/19/2006,9.825,9.49,9.86,9.425,74.02K,4.30%
02-12-2006,9.42,9.395,9.505,9.055,120.01K,0.43%
02-05-2006,9.38,9.77,9.89,9.275,116.10K,-3.89%
01/29/2006,9.76,9.6,9.95,9.575,104.84K,1.61%
01/22/2006,9.605,8.92,9.8,8.855,132.27K,7.56%
01/15/2006,8.93,9.24,9.355,8.79,90.60K,-2.51%
01-08-2006,9.16,9.18,9.305,8.855,288.32K,-0.14%
01-01-2006,9.173,8.91,9.305,8.76,94.26K,2.95%
12/25/2005,8.91,8.67,9.03,8.67,49.06K,2.89%
12/18/2005,8.66,8.62,8.75,8.29,66.93K,0.70%
12-11-2005,8.6,9.09,9.345,8.38,128.33K,-5.44%
12-04-2005,9.095,8.65,9.14,8.6,92.32K,5.18%
11/27/2005,8.647,8.155,8.72,8.155,111.55K,6.36%
11/20/2005,8.13,8.05,8.225,8.035,95.05K,0.78%
11/13/2005,8.067,7.78,8.18,7.7,124.65K,3.96%
11-06-2005,7.76,7.565,7.79,7.45,90.70K,2.47%
10/30/2005,7.573,7.835,7.845,7.41,103.27K,-3.16%
10/23/2005,7.82,7.69,7.945,7.64,76.61K,1.62%
10/16/2005,7.695,7.84,7.925,7.53,88.59K,-2.12%
10-09-2005,7.862,7.775,7.955,7.64,103.43K,1.18%
10-02-2005,7.77,7.48,7.785,7.36,95.54K,3.43%
09/25/2005,7.512,7.33,7.645,7.235,109.95K,2.41%
09/18/2005,7.335,7.29,7.525,7.265,121.08K,0.64%
09-11-2005,7.288,7.075,7.32,6.91,101.31K,3.16%
09-04-2005,7.065,7.1,7.17,7,51.00K,0.14%
08/28/2005,7.055,6.755,7.125,6.705,116.21K,4.64%
08/21/2005,6.742,7,7.1,6.72,115.82K,-3.80%
08/14/2005,7.008,7.095,7.125,6.925,68.08K,-1.16%
08-07-2005,7.09,7.145,7.255,6.96,86.05K,-0.95%
07/31/2005,7.158,7.25,7.33,7.14,79.37K,-1.43%
07/24/2005,7.262,7.105,7.27,6.965,79.29K,2.07%
